x,y
-0.001,293.4431438903808
0.001,293.4431438903808
10000.001,292.0207940063476
20000.001,291.3049604797363
30000.001,290.6354989624024
40000.001,290.4704170532226
50000.001,289.9650599060059
60000.001,289.4695086975098
70000.001,288.8488324890137
80000.001,288.186641418457
90000.00099999999,287.5433901672363
100000.001,286.9323977050781
110000.001,286.3432165832519
119999.9990626717,286.217480645697
129999.999,290.104267578125
139999.999,292.8068270568847
140000.001,292.8068270568847
150000.001,290.8850463562011
160000.001,289.8734767150879
170000.001,289.0466925048828
180000.001,288.3007996520996
190000.001,287.6078466491699
200000.0002295153,286.9257688208636
209999.999,287.3531977233887
219999.999,290.3106199645996
220000.001,290.3106199645996
230000.001,290.199760925293
240000.001,288.8342610473632
250000.001,288.0160303039551
260000.001,287.2304554748535
270000.001,286.5299876403809
280000.001,285.9025908508301
289999.9997251368,285.3490899753489
299999.999,286.3221994934082
309999.999,288.0773097839356
310000.001,288.0773097839356
320000.001,286.6567316894531
330000.001,285.8551191101074
340000.001,285.2844501342774
350000.001,284.7905790710449
360000.001,284.364769165039
370000.001,284.0218362426757
379999.9991224611,283.9718290193988
389999.999,284.7385251159668
399999.999,284.952942199707
400000.001,284.952942199707
410000.001,284.2427295227051
420000.001,283.7895790710449
430000.001,283.3708868713379
440000.001,282.9200886230469
450000.001,282.5157540283203
459999.9996767597,282.1668642734614
469999.999,282.8490337524414
479999.999,284.4655473327637
480000.001,284.4655473327637
490000.001,284.1363916015625
500000.001,283.4456991577149
510000.001,283.044785949707
520000.001,282.6856319885254
530000.001,282.3516191101074
540000.001,281.8769017028808
550000.0001029659,281.6985619361637
559999.9990000001,281.8436042785644
569999.999,281.9363177490234
570000.0009999999,281.9363177490234
580000.0009999999,281.8046249084472
590000.0009999999,281.7269411010743
600000.0004633231,281.677880862008
609999.9990000001,281.6958736877442
610000.0009999999,281.6958736877442
620000.0009999999,281.5420334777832
629999.999477637,281.270124919324
639999.9990000001,282.1367743530274
649999.9990000001,285.5262688598633
659999.9990000001,287.1899792480469
660000.001,287.1899792480469
670000.001,285.7924649658203
680000.001,285.2020313720703
690000.0009999999,284.662765838623
700000.0009999999,284.1351696777344
710000.0009999999,283.668975189209
719999.9994241445,283.2084321709636
729999.999,284.9195225830078
739999.9990000001,288.2917268676757
749999.9990000001,288.4693334960937
750000.0009999999,288.4693334960937
760000.0009999999,287.1412244873047
770000.001,286.3687547912598
780000.001,285.6915646057129
790000.001,285.0766008911132
800000.001,284.4305086669922
810000.0000084558,283.8986052773499
819999.999,284.4215886230469
829999.999,285.1309459533691
830000.0009999999,285.1309459533691
840000.0009999999,284.2424851379395
850000.0009999999,283.6077262573243
860000.0009999999,283.0544085998535
870000.0009999999,282.5536947631837
880000.0009999999,282.137935180664
890000.0009999999,281.7763679199219
899999.9991511623,281.668105488766
909999.9990000001,282.9922432250976
919999.9990000001,283.31819140625
920000.001,283.31819140625
930000.001,282.7942610168457
940000.0009999999,282.5379013977051
950000.0009999999,282.2713387145996
960000.0009999999,282.0363016662598
970000.0009999999,281.8099097290038
979999.9994725166,281.555444130666
989999.9990000001,282.3780432128906
990000.0009999999,282.3780432128906
1000000.001,282.2239586181641
