x,y
-0.001,293.4431438903808
0.001,293.4431438903808
6048.001,291.8763626098632
12096.001,291.3290629272461
18144.001,290.8502215270996
24192.001,290.3916946105957
30240.001,289.944256652832
36288.001,289.8162906799316
42336.001,289.5716309814453
48384.001,289.2389622192382
54432.001,288.9410266418457
60480.001,288.6016067504882
66528.001,288.2132182617187
72576.00099999999,287.7895161743164
78624.001,287.331355834961
84672.00100000002,286.9164515991212
90720.001,286.5049382019043
96768.001,286.1044221191406
102816.001,285.7307578125
108864.001,285.3509533386231
114911.9999189793,285.0236916478503
120959.999,285.4086586914062
127007.999,287.7052950744629
133055.999,289.9737661132813
139103.999,291.4139560852051
139104.001,291.4139560852051
145152.001,290.5232652587891
151200.001,289.3349443359375
157248.001,288.6896463623047
163296.001,288.1481508178712
169344.001,287.6502168579101
175392.001,287.1720169677735
181440.001,286.7286113586426
187488.001,286.2955004577637
193536.001,285.8703320617676
199584.001,285.4554583740235
205631.9994396459,285.1724608884417
211679.999,286.1768516540527
217727.999,288.1430492858887
223775.999,288.9613411254882
223776.001,288.9613411254882
229824.001,288.5348897094726
235872.001,287.5354782104493
241920.001,287.0200707397461
247968.001,286.5157522277832
254016.001,285.9562638549805
260064.001,285.5090702819824
266112.001,285.0753789672851
272160.001,284.6514019470215
278208.001,284.2792039489746
284256.001,283.9492234191895
290304.0001026653,283.64212345865
296351.999,283.8920373840332
302399.999,285.2401248474121
308447.999,286.3216801757812
308448.001,286.3216801757812
314496.001,285.592772064209
320544.001,284.817736328125
326592.001,284.3338239440918
332640.001,283.9448244934082
338688.001,283.6404432678223
344736.001,283.3408580932618
350784.001,283.0851399841309
356832.001,282.8466815490723
362880.001,282.6700219116212
368928.001,282.498188873291
374975.9998196254,282.3570872467767
381023.999,282.5602931518555
387071.999,282.9608397827149
393119.999,283.4406281738281
399167.999,283.5009301147462
399168.001,283.5009301147462
405216.001,283.0428614196777
411264.001,282.7343562011719
417312.001,282.4696264038087
423360.001,282.2195596923828
429408.001,281.9791767272949
435456.001,281.7091010131837
441504.001,281.4487090454101
447552.001,281.2206369628906
453600.001,281.0205469360351
459648.0007791344,280.8379609746854
465695.999,280.8606276550293
471743.999,281.7828135681152
477791.999,282.7989959716797
483839.999,283.3325184631348
483840.001,283.3325184631348
489888.001,282.7980184326172
495936.001,282.3416298828125
501984.001,282.0533780517578
508032.001,281.8330040893555
514080.001,281.6297370605469
520128.001,281.4366425476074
526176.001,281.258883178711
532224.001,281.0113519592285
538272.001,280.6634091491699
544320.001,280.624613067627
550367.9996783383,280.5530083469465
556415.9990000001,280.692521484375
562463.9990000001,280.8162412719726
568511.999,280.9344929504394
568512.0009999999,280.9344929504394
574560.0009999999,280.9151865539551
580608.0001118374,280.9048612991237
586655.999,280.9131092834473
586656.001,280.9131092834473
592704.0000259629,280.8756878722377
598751.999,280.9112153015137
604799.999,280.9700509338379
604800.001,280.9700509338379
