x,y
1999999.999,-0.001
2010000.001,-0.001
2020000.001,8.055666509628296
2030000.001,26.121940366745
2039999.999292261,31.46240167587891
2049999.999,0.2570108642578125
2059999.999,-0.001
2100000.001,-0.001
2110000.000578033,16.56538945102298
2119999.999,12.13552593326569
2129999.999,3.38650030374527
2139999.999,-0.001
2180000.001,-0.001
2190000.001,1.784545679211616
2200000.000869272,13.94113146244032
2209999.999,13.09095897102356
2219999.999,5.743857479095459
2229999.999,-0.001
2270000.001,-0.001
2280000.001,6.346429943561554
2290000.000453116,10.52424072973631
2299999.999,8.951913682937622
2309999.999,0.1106984039545059
2319999.999,-0.001
2350000.001,-0.001
2360000.001,0.008016218595206737
2370000.001,16.65872628593445
2380000.000715612,28.99819029620492
2389999.999,26.95273753738403
2399999.999,-0.001
2440000.001,-0.001
2450000.001,6.415008680820464
2460000.001,25.60860686302185
2469999.999928963,44.14480819155416
2479999.999,22.77373133468628
2489999.999,-0.001
2530000.001,-0.001
2540000.001,6.917120564460754
2550000.001,24.66127480888367
2559999.999156429,26.9301709779683
2569999.999,0.1904838850498199
2579999.999,-0.001
2610000.001,-0.001
2620000.001,0.8342314233779907
2630000.001,27.16259521865845
2640000.001,33.60242274856567
2649999.999381173,43.95163867498312
2659999.999,-0.001
2700000.001,-0.001
2710000.001,4.824036186218262
2720000.000556001,24.31917482602203
2729999.999,18.75631036376953
2739999.999,0.4243922402858734
2749999.999,-0.001
2790000.001,-0.001
2800000.001,3.170655487775803
2810000.001,11.17927355575562
2819999.999659789,21.9893263996595
2829999.999,0.03121022337675095
2839999.999,-0.001
2870000.001,-0.001
2880000.001,2.596554126977921
2890000.001,22.08059848594666
2900000.000260262,41.68002896473485
2909999.999,30.1757038192749
2919999.999,-0.001
2960000.001,-0.001
2970000.001,2.699001130342483
2980000.001,10.61307072544098
2989999.999628371,18.60073379818727
2999999.999,1.164973582148551
3000000.001,1.164973582148551
