#1
double data(35040,2)
#Time [s],Hot water demand [l/min]
0,0
900,0
1800,0
2700,0
3600,0
4500,0
5400,0
6300,0
7200,0
8100,0
9000,0
9900,0
10800,0
11700,0
12600,0
13500,0
14400,0
15300,0
16200,0
17100,0
18000,0
18900,0
19800,0
20700,0
21600,0
22500,0
23400,0
24300,0
25200,0
26100,0.27
27000,0.13
27900,0
28800,0.13
29700,0.07
30600,0
31500,0.47
32400,0.13
33300,0
34200,0.13
35100,0.07
36000,0
36900,0
37800,0
38700,1.07
39600,0.13
40500,0.93
41400,0
42300,0.13
43200,0.27
44100,0.53
45000,0.13
45900,0.07
46800,1.27
47700,0.13
48600,0
49500,0.13
50400,0.4
51300,0.13
52200,0.07
53100,0.27
54000,0.4
54900,0
55800,0.13
56700,0
57600,0
58500,0.93
59400,0.07
60300,0
61200,0.13
62100,0
63000,10.27
63900,0.07
64800,0
65700,0
66600,0.07
67500,0.13
68400,0.07
69300,0.13
70200,0
71100,0.2
72000,0.13
72900,0.07
73800,0.47
74700,0
75600,0
76500,0
77400,0
78300,0.07
79200,0
80100,0.13
81000,0.87
81900,0
82800,0
83700,0
84600,0
85500,0
86400,0
87300,0
88200,0
89100,0
90000,0
90900,0
91800,0
92700,0
93600,0
94500,0
95400,0
96300,0
97200,0
98100,0
99000,0
99900,0
100800,0
101700,0
102600,0
103500,0
104400,0
105300,0
106200,0
107100,0.13
108000,0.07
108900,0.07
109800,0.2
110700,0
111600,0
112500,0.13
113400,0
114300,0.4
115200,0
116100,0.13
117000,0
117900,0
118800,0
119700,0
120600,0
121500,0
122400,0
123300,0
124200,0
125100,0
126000,0
126900,0
127800,0
128700,0
129600,0
130500,0
131400,0
132300,0
133200,0
134100,0
135000,0
135900,0
136800,0
137700,0
138600,0
139500,0
140400,0
141300,0
142200,0
143100,0
144000,0
144900,0
145800,0
146700,0
147600,0
148500,0
149400,0
150300,0
151200,0.07
152100,0
153000,0.07
153900,0.13
154800,0
155700,0
156600,0
157500,0
158400,0
159300,0
160200,0
161100,0
162000,0
162900,0
163800,0
164700,0
165600,0
166500,0
167400,0
168300,0
169200,0.13
170100,0.4
171000,0
171900,0.13
172800,0
173700,0.8
174600,0.07
175500,0.53
176400,0.07
177300,0
178200,0
179100,0
180000,0
180900,0
181800,0
182700,0
183600,0
184500,0
185400,0
186300,0
187200,0
188100,0
189000,0
189900,0
190800,0
191700,0
192600,0
193500,0
194400,0.8
195300,0.93
196200,0.07
197100,0.13
198000,0.53
198900,0
199800,0
200700,0
201600,0
202500,0
203400,0
204300,0
205200,0.07
206100,0
207000,0.07
207900,0.13
208800,0
209700,0
210600,0.8
211500,0.07
212400,0
213300,0
214200,0
215100,0
216000,0
216900,0
217800,0
218700,0
219600,0
220500,0
221400,0
222300,0
223200,0
224100,0
225000,0
225900,0
226800,0
227700,0
228600,0
229500,0
230400,0
231300,0
232200,0
233100,0
234000,0
234900,0
235800,0
236700,0
237600,0
238500,0
239400,0
240300,0
241200,0
242100,0
243000,0
243900,0
244800,0
245700,0
246600,0
247500,0
248400,0
249300,0
250200,0
251100,0
252000,0
252900,0
253800,0
254700,0
255600,0
256500,0
257400,0
258300,0
259200,0
260100,0
261000,0
261900,0
262800,0
263700,0
264600,0
265500,0
266400,0
267300,0
268200,0
269100,0
270000,0
270900,0
271800,0
272700,0
273600,0
274500,0
275400,0
276300,0
277200,0
278100,0
279000,0
279900,0
280800,0
281700,0
282600,0
283500,0
284400,0
285300,0
286200,0
287100,0
288000,0
288900,0
289800,0
290700,0
291600,0
292500,0.07
293400,0.13
294300,0.8
295200,0
296100,0.53
297000,0.07
297900,0
298800,0.87
299700,0.53
300600,0
301500,0.47
302400,0.07
303300,0.4
304200,0
305100,0.07
306000,0.4
306900,0.13
307800,0.2
308700,0.13
309600,0
310500,0
311400,0
312300,0.13
313200,0.93
314100,0
315000,0
315900,0.93
316800,0
317700,0
318600,0.13
319500,0.47
320400,0.07
321300,0.13
322200,0
323100,0
324000,0
324900,0.13
325800,0.8
326700,0.13
327600,0
328500,0.13
329400,0
330300,0.07
331200,0.13
332100,0.07
333000,0.27
333900,0.47
334800,0
335700,0.93
336600,0.07
337500,0
338400,0.8
339300,0.07
340200,0.07
341100,0
342000,1.6
342900,0.8
343800,0.13
344700,0.13
345600,0
346500,0
347400,0
348300,1.33
349200,0.13
350100,0
351000,0
351900,0
352800,0
353700,0
354600,0
355500,0
356400,0
357300,0
358200,0
359100,0
360000,0
360900,0
361800,0
362700,0
363600,0
364500,0
365400,0
366300,0
367200,0
368100,0
369000,0
369900,0
370800,0
371700,0
372600,0
373500,0
374400,0
375300,0
376200,0.07
377100,0.13
378000,0.07
378900,0.13
379800,0.13
380700,0
381600,0
382500,0
383400,0
384300,0
385200,0
386100,0.07
387000,1.33
387900,0.53
388800,0.87
389700,0.13
390600,0.13
391500,0.13
392400,0
393300,0.13
394200,0
395100,1
396000,0
396900,0.13
397800,0.27
398700,0.13
399600,0
400500,0
401400,0
402300,0
403200,0.8
404100,0
405000,0.47
405900,0
406800,0.07
407700,0.93
408600,0.07
409500,0
410400,0.07
411300,0.53
412200,0
413100,0.2
414000,0.07
414900,0.13
415800,0
416700,0.4
417600,0.2
418500,0
419400,0
420300,0.13
421200,0.13
422100,0
423000,0.13
423900,1.33
424800,0
425700,0
426600,0
427500,0
428400,0
429300,0
430200,0
431100,0
432000,0
432900,0
433800,0
434700,0
435600,0
436500,0
437400,0
438300,0
439200,0
440100,0
441000,0
441900,0
442800,0
443700,0
444600,0
445500,0
446400,0
447300,0
448200,0
449100,0
450000,0
450900,0
451800,0
452700,0
453600,0
454500,0
455400,0.07
456300,0
457200,0.13
458100,0
459000,0.8
459900,0.2
460800,1.33
461700,0.13
462600,1.2
463500,0.07
464400,0.13
465300,0.4
466200,0.13
467100,0
468000,0.4
468900,0.8
469800,0.13
470700,0.27
471600,0.2
472500,0
473400,0.13
474300,0.4
475200,0
476100,0
477000,0.8
477900,0.4
478800,0
479700,0
480600,0
481500,0
482400,0
483300,0
484200,0
485100,0.13
486000,0.13
486900,0
487800,0
488700,0
489600,0
490500,0
491400,0.2
492300,0.2
493200,0.4
494100,0
495000,0
495900,0
496800,0
497700,0.13
498600,0.2
499500,0.07
500400,0.13
501300,0.07
502200,0.13
503100,0.13
504000,0.13
504900,0.4
505800,0.13
506700,0.07
507600,0
508500,0
509400,0.07
510300,0.07
511200,0.27
512100,0
513000,0.2
513900,0
514800,0.93
515700,0.13
516600,0
517500,0
518400,0
519300,0
520200,0
521100,0
522000,0
522900,0
523800,0
524700,0
525600,0
526500,0
527400,0
528300,0
529200,0
530100,0
531000,0
531900,0
532800,0
533700,0
534600,0
535500,0
536400,0
537300,0
538200,0
539100,0
540000,0
540900,0
541800,0
542700,0.07
543600,0.33
544500,0.13
545400,0.07
546300,0
547200,0
548100,0
549000,0
549900,0.13
550800,0.53
551700,2.67
552600,0.13
553500,0.07
554400,0
555300,0
556200,0
557100,0.93
558000,0.2
558900,0
559800,0.53
560700,0
561600,9.07
562500,0
563400,0
564300,0.07
565200,0
566100,0.07
567000,0
567900,0.13
568800,0.07
569700,0
570600,0.4
571500,0.13
572400,0
573300,0.47
574200,0
575100,0
576000,0
576900,0
577800,0
578700,0.07
579600,0.07
580500,0.13
581400,0
582300,0.13
583200,0.2
584100,0
585000,0.07
585900,0.27
586800,3.6
587700,0
588600,0
589500,0.13
590400,0.07
591300,0
592200,0
593100,0.13
594000,0
594900,0.8
595800,0
596700,0
597600,0
598500,0
599400,0
600300,0
601200,0
602100,0
603000,0
603900,0
