x,y
0,-6.283185482025146
0.01,-6.157521721892135
0.02,-6.031857961759123
0.03,-5.90619420162612
0.04,-5.7805304414931
0.05,-5.654866704766695
0.06,-5.529202921227077
0.07000000000000001,-5.40353918450075
0.08,-5.277875400961096
0.09,-5.152212187884937
0.1,-5.026548404345367
0.11,-4.900884620805798
0.12,-4.77522083726623
0.13,-4.649557053726661
0.14,-4.523893363813342
0.15,-4.398229673900024
0.16,-4.272565796734204
0.17,-4.146902106821313
0.18,-4.021238893744726
0.19,-3.895574778160328
0.2,-3.769911326665588
0.21,-3.644247449498987
0.22,-3.51858375958645
0.23,-3.392920069673629
0.24,-3.267256192507313
0.25,-3.141592741012573
0.26,-3.015928863845617
0.27,-2.890265361185936
0.28,-2.764601484020259
0.29,-2.638937606854298
0.3,-2.513274342612059
0.31,-2.38761046544624
0.32,-2.261946588280421
0.33,-2.136283085621166
0.34,-2.010619446872362
0.35,-1.884955569706189
0.36,-1.759292067046578
0.37,-1.633628189880191
0.38,-1.507964431923093
0.39,-1.382300554757558
0.4,-1.256637171306029
0.41,-1.130973294139998
0.42,-1.0053095361829
0.43,-0.879646033523076
0.44,-0.7539822159615465
0.45,-0.6283183983998036
0.46,-0.5026549553445894
0.47,-0.3769911079807913
0.48,-0.2513272904191107
0.49,-0.1256638324626908
0.5,0
0.51,0.125663832460905
0.52,0.251327664921668
0.53,0.3769914824817671
0.54,0.5026545808420796
0.55,0.6283183984020365
0.5600000000000001,0.7539822159611007
0.57,0.879646033521736
0.58,1.005309910685556
0.59,1.130973668641863
0.6,1.256636796804072
0.61,1.382300554760236
0.62,1.507964431923986
0.63,1.633628189879298
0.64,1.7592920670439
0.65,1.88495594420708
0.66,2.010619072369147
0.67,2.136282711117727
0.68,2.261946588281761
0.6899999999999999,2.387610465446686
0.7,2.513274342609826
0.71,2.638937981357838
0.72,2.764601109520473
0.73,2.890264986684507
0.74,3.015928863847403
0.75,3.141592741012573
0.76,3.267256379759164
0.77,3.392920256924334
0.78,3.518584134086094
0.79,3.644247262248729
0.8,3.769911139413899
0.8100000000000001,3.895574778159882
0.82,4.021238893743385
0.83,4.146902294074239
0.84,4.272566171240546
0.85,4.398229299399487
0.86,4.52389317656352
0.87,4.649557053727554
0.88,4.775220930891587
0.89,4.90088480805562
0.9,5.026548685219653
0.91,5.152211813378594
0.92,5.277875213711722
0.93,5.403539090875755
0.9399999999999999,5.52920296804068
0.95,5.65486684520382
0.96,5.780530722367853
0.97,5.906193850533047
0.98,6.03185772769708
0.99,6.157521604861113
1,6.283185482025146
